"Source","Show Source Quick Menu","Alt+Shift+S","In Windows","org.eclipse.jdt.ui.edit.text.java.source.quickMenu"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Editing Text","org.eclipse.ui.edit.text.deletePreviousWord"
"Views","Show View (History)","Alt+Shift+Q, R","In Windows","org.eclipse.ui.views.showView"
"Source","Correct Indentation","Ctrl+I","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.indent"
"Navigate","Open Manifest","Ctrl+Alt+Shift+M","In Windows","org.eclipse.pde.ui.openManifest"
"Run/Debug","Run Java Application","Alt+Shift+X, J","In Windows","org.eclipse.jdt.debug.ui.localJavaShortcut.run"
"Modeler Keys","Move Element in Output Pane (Up)","Ctrl+[","SAP HANA Modeler Editor","com.sap.ndb.studio.bi.uibindings.command.move"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text","org.eclipse.ui.edit.text.copyLineDown"
"Source","Add Block Comment","Ctrl+Shift+/","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.add.block.comment"
"Modeler Keys","Display XML","Alt+D","SAP HANA Modeler Editor","com.sap.ndb.studio.bi.uibindings.command.displayxml"
"Run/Debug","Force Return","Alt+Shift+F","In Windows","org.eclipse.jdt.debug.ui.commands.ForceReturn"
"Refactor - Java","Rename - Refactoring ","Alt+Shift+R","In Windows","org.eclipse.jdt.ui.edit.text.java.rename.element"
"Run/Debug","Previous Page of Memory","Ctrl+Shift+,","In Table Memory Rendering","org.eclipse.debug.ui.command.prevpage"
"Edit","Select Enclosing Element","Alt+Shift+Up","Editing JET Source","org.eclipse.jdt.ui.edit.text.java.select.enclosing"
"Edit","Toggle Insert Mode","Ctrl+Shift+Insert","Editing Text","org.eclipse.ui.edit.text.toggleInsertMode"
"Modeler Navigator","Data Preview","Ctrl+Shift+P","Navigator","com.sap.ndb.studio.modeler.actions.datapreview"
"File","Save","F8","SAP HANA Security Editor","org.eclipse.ui.file.save"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.open.hierarchy"
"Run/Debug","Run to Line","Ctrl+R","Debugging","org.eclipse.debug.ui.commands.RunToLine"
"Modeler Keys","Add Table/Model","Ctrl+Shift+=","SAP HANA Modeler Editor","com.sap.ndb.studio.bi.uibindings.command.addtable"
"Run/Debug","Run Java Applet","Alt+Shift+X, A","In Windows","org.eclipse.jdt.debug.ui.javaAppletShortcut.run"
"Source","Open Declaration","F3","Editing Ant Buildfiles","org.eclipse.ant.ui.open.declaration.command"
"Modeler Keys","Zoom (Reset)","Alt+Shift+0","SAP HANA Modeler Editor","com.sap.ndb.studio.bi.uibindings.command.zoom"
"Modeler Keys","Validate","Ctrl+Shift+V","SAP HANA Modeler Editor","com.sap.ndb.studio.bi.uibindings.command.validate"
"Views","Show View","Alt+Shift+Q, Q","In Windows","org.eclipse.ui.views.showView"
"SAP HANA Studio SQL Administration Console","Execute","F9","SAP HANA SQL Console","com.sap.ndb.studio.sql.action.ExecuteSQLCursorPos"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","Editing Xtext Grammar","org.eclipse.xtext.ui.editor.OpenCallHierarchy"
"Run/Debug","Step Return","F7","Debugging","org.eclipse.debug.ui.commands.StepReturn"
"Refactor - Java","Make Static","Alt+Shift+K","In Windows","org.eclipse.jdt.ui.edit.text.java.make.static"
"Navigate","Open Type","Ctrl+Shift+T","In Windows","org.eclipse.jdt.ui.navigate.open.type"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","In Windows","org.eclipse.jdt.ui.navigate.open.type.in.hierarchy"
"Edit","Quick Diff Toggle","Ctrl+Shift+Q","Editing Text","org.eclipse.quickdiff.toggle"
"Authorization Commands","Refresh","F5","In Windows","org.eclipse.ui.file.refresh"
"Edit","Toggle Comment","Ctrl+Shift+C","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.toggle.comment"
"Navigate","Go to Next Member","Ctrl+Shift+Down","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.goto.next.member"
"Window","Next Perspective","Ctrl+F8","In Windows","org.eclipse.ui.window.nextPerspective"
"Navigate","Find References","Ctrl+Shift+G","Editing Xtext Source","org.eclipse.xtext.ui.editor.FindReferences"
"Text Editing","Delete Next Word","Ctrl+Delete","Embedded Xtext Editor context","org.eclipse.ui.edit.text.deleteNextWord"
"Window","Next View","Ctrl+F7","In Windows","org.eclipse.ui.window.nextView"
"Edit","Cut","Ctrl+X","In Dialogs and Windows","org.eclipse.ui.edit.cut"
"JET Refactor Actions","Rename","Alt+Shift+R","Editing JET Source","org.eclipse.codegen.ui.jet.rename"
"Navigate","Quick Hierarchy","Ctrl+T","Editing Xtext Source","org.eclipse.jdt.ui.edit.text.java.open.hierarchy"
"Edit","Select Previous Element","Alt+Shift+Left","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.previous"
"Run/Debug","Debug Eclipse Application","Alt+Shift+D, E","In Windows","org.eclipse.pde.ui.runtimeWorkbenchShortcut.debug"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View","org.eclipse.debug.ui.commands.addMemoryMonitor"
"EMF Code Generation","Generate Code","Alt+Shift+G","In Windows","org.eclipse.emf.codegen.ecore.ui.Generate"
"Navigate","Open Structure","Ctrl+F3","Editing Java Source","org.eclipse.jdt.ui.navigate.java.open.structure"
"Navigate","Next","Ctrl+.","In Windows","org.eclipse.ui.navigate.next"
"Window","Toggle Split Editor (Vertical)","Ctrl+{","In Windows","org.eclipse.ui.window.splitEditor"
"Source","Add JSDoc Comment","Alt+Shift+J","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.add.javadoc.comment"
"Source","Add Block Comment","Ctrl+Shift+/","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.add.block.comment"
"Source","Toggle Comment","Ctrl+/","Editing Properties Files","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Refactor - Java","Extract Local Variable","Alt+Shift+L","Editing JET Source","org.eclipse.jdt.ui.edit.text.java.extract.local.variable"
"Views","Show View (Package Explorer)","Alt+Shift+Q, P","In Windows","org.eclipse.ui.views.showView"
"Source","Complete Keyword","Tab","CDS DDL Keyword Completion","com.sap.ndb.studio.cds.editor.completeWord"
"Navigate","Backward History","Alt+Left","In Windows","org.eclipse.ui.navigate.backwardHistory"
"Text Editing","Show Tooltip Description","F2","Editing Text","org.eclipse.ui.edit.text.showInformation"
"Views","Show View (Where-Used List)","Alt+Shift+Q, U","In Windows","org.eclipse.ui.views.showView"
"Source","Toggle Comment","Ctrl+7","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment"
"Authorization Commands","Refresh","F5","Table Distribution Editor","org.eclipse.ui.file.refresh"
"Editing","Restore Last Selection","Alt+Shift+Down","Editing Xtext Source","org.eclipse.xtext.ui.editor.select.last"
"Navigate","Open Type","Ctrl+Shift+T","Editing Java Source","org.eclipse.jdt.ui.navigate.open.type"
"Edit","Quick Fix","Ctrl+1","In Dialogs and Windows","org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals"
"Run/Debug","Run Ant Build","Alt+Shift+X, Q","In Windows","org.eclipse.ant.ui.antShortcut.run"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","JavaScript View","org.eclipse.wst.jsdt.ui.navigate.open.type.in.hierarchy"
"Text Editing","Collapse All","Ctrl+Shift+Numpad_Divide","Editing Text","org.eclipse.ui.edit.text.folding.collapse_all"
"Window","Quick Switch Editor","Ctrl+E","In Windows","org.eclipse.ui.window.openEditorDropDown"
"Run/Debug","Use Step Filters","Shift+F5","In Windows","org.eclipse.debug.ui.commands.ToggleStepFilters"
"Modeler Keys","Zoom (Out)","Ctrl+-","SAP HANA Modeler Editor","com.sap.ndb.studio.bi.uibindings.command.zoom"
"Navigate","Go to Matching Bracket","Ctrl+Shift+P","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.goto.matching.bracket"
"Text Editing","Select Line End","Shift+End","Editing Text","org.eclipse.ui.edit.text.select.lineEnd"
"Uncategorized","Get Where-&Used List","Ctrl+Shift+G","XREF context","com.sap.ndb.studio.dwb.repository.whereused.ui.command"
"Text Editing","Expand All","Ctrl+Numpad_Multiply","Editing Text","org.eclipse.ui.edit.text.folding.expand_all"
"JavaScript Debug","Evaluate","Alt+Shift+E","Editing JavaScript Source","org.eclipse.wst.jsdt.debug.ui.evaluate.command"
"Source","Open External Documentation","Shift+F2","Editing Ant Buildfiles","org.eclipse.ant.ui.openExternalDoc"
"Navigate","Open Resource","Ctrl+Shift+R","In Windows","org.eclipse.ui.navigate.openResource"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Properties Files","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"File","New","Ctrl+N","In Windows","org.eclipse.ui.newWizard"
"Text Editing","To Lower Case","Ctrl+Shift+Y","Embedded Xtext Editor context","org.eclipse.ui.edit.text.lowerCase"
"Edit","Select Previous Element","Alt+Shift+Left","Editing JET Source","org.eclipse.jdt.ui.edit.text.java.select.previous"
"Refactor - Java","Extract Local Variable","Alt+Shift+L","In Windows","org.eclipse.jdt.ui.edit.text.java.extract.local.variable"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Embedded Xtext Editor context","org.eclipse.ui.edit.text.copyLineDown"
"Run/Debug","Resume","F8","Debugging","org.eclipse.debug.ui.commands.Resume"
"Navigate","Show In Breadcrumb","Alt+Shift+B","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.gotoBreadcrumb"
"Edit","Add Block Comment","Ctrl+Shift+/","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.add.block.comment"
"Source","Quick Assist - Rename in file","Ctrl+2, R","Editing Java Source","org.eclipse.jdt.ui.correction.renameInFile.assist"
"Text Editing","Join Lines","Ctrl+Alt+J","Embedded Xtext Editor context","org.eclipse.ui.edit.text.join.lines"
"SAP HANA Studio SQL Administration Console","Execute","F8","SAP HANA SQL Prepared Parameter Editor","com.sap.ndb.studio.sql.action.ExecuteSQL"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text","org.eclipse.ui.edit.text.showRulerContextMenu"
"Edit","Export Diagram","Ctrl+O","Graphiti Diagram","org.eclipse.graphiti.ui.internal.action.SaveImageAction"
"Modeler Keys","Data Preview","Ctrl+Shift+P","SAP HANA Modeler Editor","com.sap.ndb.studio.bi.uibindings.command.datapreview"
"Source","Format","Ctrl+Shift+F","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.format"
"Text Editing","Duplicate Lines","Ctrl+Alt+Up","Editing Text","org.eclipse.ui.edit.text.copyLineUp"
"Source","Quick Assist - Assign to local variable","Ctrl+2, L","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.correction.assignToLocal.assist"
"JavaScript Debug","Open Source","Ctrl+Shift+3","Debugging","org.eclipse.wst.jsdt.debug.ui.script.opensource"
"Uncategorized","Find References","Ctrl+Shift+G","in Generic Code Editor","org.eclipse.ui.genericeditor.findReferences"
"Modeler Keys","Paste","Ctrl+V","Navigator","com.sap.ndb.studio.modeler.PasteObject"
"Text Editing","Select Next Word","Ctrl+Shift+Right","Embedded Xtext Editor context","org.eclipse.ui.edit.text.select.wordNext"
"Views","Show View (Search)","Alt+Shift+Q, S","In Windows","org.eclipse.ui.views.showView"
"Edit","Incremental Find Reverse","Ctrl+Shift+J","Editing Text","org.eclipse.ui.edit.findIncrementalReverse"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View","org.eclipse.jdt.debug.ui.breakpoint.properties"
"Modeler Keys","Activate","Ctrl+Shift+A","Navigator","com.sap.ndb.studio.navigator.actions.activate"
"File","Properties","Alt+Enter","In Windows","org.eclipse.ui.file.properties"
"Views","Show View (Error Log)","Alt+Shift+Q, L","In Windows","org.eclipse.ui.views.showView"
"Text Editing","Reset Structure","Ctrl+Shift+Numpad_Multiply","Editing Text","org.eclipse.ui.edit.text.folding.restore"
"Refactor - Java","Show Refactor Quick Menu","Alt+Shift+T","In Windows","org.eclipse.jdt.ui.edit.text.java.refactor.quickMenu"
"Source","Organize Imports","Ctrl+Shift+O","Editing Xtext Source","org.eclipse.xtext.xbase.ui.organizeImports"
"Edit","Toggle Block Selection","Alt+Shift+A","Editing Text","org.eclipse.ui.edit.text.toggleBlockSelectionMode"
"Navigate","Go to Next Member","Ctrl+Shift+Down","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.goto.next.member"
"Text Editing","Delete Previous Word","Ctrl+Backspace","Embedded Xtext Editor context","org.eclipse.ui.edit.text.deletePreviousWord"
"Edit","Copy","Ctrl+C","In Dialogs and Windows","org.eclipse.ui.edit.copy"
"Run/Debug","Debug on Server","Alt+Shift+D, R","In Windows","org.eclipse.wst.server.launchShortcut.debug"
"Text Editing","Previous Word","Ctrl+Left","Embedded Xtext Editor context","org.eclipse.ui.edit.text.goto.wordPrevious"
"Run/Debug","Run JUnit Test","Alt+Shift+X, T","In Windows","org.eclipse.jdt.junit.junitShortcut.run"
"Views","Show View","Alt+Shift+Q, Z","In Windows","org.eclipse.ui.views.showView"
"Text Editing","Move Lines Up","Alt+Up","Editing Text","org.eclipse.ui.edit.text.moveLineUp"
"Window","Show Ruler Context Menu","Ctrl+F10","Embedded Xtext Editor context","org.eclipse.ui.edit.text.showRulerContextMenu"
"Text Editing","Select Previous Word","Ctrl+Shift+Left","Embedded Xtext Editor context","org.eclipse.ui.edit.text.select.wordPrevious"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text","org.eclipse.ui.edit.text.deleteNextWord"
"Edit","Occurrences in File","Ctrl+Shift+A","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.search.find.occurrences"
"ANSI Support Commands","Copy Text Without ANSI Escapes","Ctrl+Insert","In Console View","AnsiConsole.command.copy_without_escapes"
"JavaScript Debug","JavaScript Breakpoint Properties","Ctrl+Enter","In Breakpoints View","org.eclipse.wst.jsdt.debug.ui.breakpoint.properties"
"Authorization Commands","Refresh","F5","SAP HANA Catalog Editor","org.eclipse.ui.file.refresh"
"Navigate","Next Edit Location","Ctrl+Alt+Right","In Windows","org.eclipse.ui.edit.text.gotoNextEditPosition"
"Edit","Select Enclosing JET Element","Alt+Shift+PageUp","Editing JET Source","org.eclipse.emf.codegen.ui.jet.select.enclosing"
"Search","Find Text in Workspace","Ctrl+Alt+G","In Windows","org.eclipse.search.ui.performTextSearchWorkspace"
"Edit","Find Objects","Ctrl+F","SAP HANA Modeler Editor","com.sap.ndb.studio.bi.view.commands.find"
"Authorization Commands","Find User/Role","Ctrl+Shift+U","SAP HANA","com.sap.ndb.studio.authorization.command.findprincipal"
"SAP HANA Database Administration","Refresh Log File","F5","Log File Editor","com.sap.ndb.studio.admin.command.refreshlogfile"
"Navigator","Rename","F2","In Windows","org.eclipse.ui.edit.rename"
"SAP HANA Studio SQL Administration Console","Execute","F8","SAP HANA SQL Console","com.sap.ndb.studio.sql.action.ExecuteSQL"
"Window","Maximize Active View or Editor","Ctrl+M","In Windows","org.eclipse.ui.window.maximizePart"
"Navigate","Goto Matching Bracket","Ctrl+Shift+P","Editing JET Source","org.eclipse.emf.codegen.ui.jet.goto.matching.bracket"
"Source","Toggle Comment","Ctrl+/","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment"
"Text Editing","Expand","Ctrl+Numpad_Add","Editing Text","org.eclipse.ui.edit.text.folding.expand"
"SAP HANA Development","Activate","Ctrl+F3","SAP HANA Development Context","com.sap.ndb.studio.dwb.team.ui.commands.activate"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows","org.eclipse.ui.navigate.nextSubTab"
"Edit","Toggle Insert Mode","Ctrl+Shift+Insert","Embedded Xtext Editor context","org.eclipse.ui.edit.text.toggleInsertMode"
"Text Editing","To Upper Case","Ctrl+Shift+X","Embedded Xtext Editor context","org.eclipse.ui.edit.text.upperCase"
"SAP HANA Studio SQL Administration Console","Close","Ctrl+F4","SAP HANA SQL Prepared Parameter Editor","com.sap.ndb.studio.sql.editor.CloseSubWindow"
"Modeler Keys","Open","Ctrl+O","Navigator","com.sap.ndb.studio.modeler.actions.open"
"Search","Declaration in Workspace","Ctrl+G","In Windows","org.eclipse.jdt.ui.edit.text.java.search.declarations.in.workspace"
"Navigate","Open External JSDoc","Shift+F2","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.open.external.javadoc"
"Text Editing","Next Word","Ctrl+Right","Embedded Xtext Editor context","org.eclipse.ui.edit.text.goto.wordNext"
"Run/Debug","Debug JUnit Test","Alt+Shift+D, T","In Windows","org.eclipse.jdt.junit.junitShortcut.debug"
"Edit","Paste","Ctrl+V","Auditing Tab","org.eclipse.ui.edit.paste"
"Editing","Toggle Comment","Ctrl+Shift+C","Editing Xtext Source","org.eclipse.xtext.ui.ToggleCommentAction"
"Run/Debug","Inspect","Ctrl+Shift+I","In Dialogs and Windows","org.eclipse.jdt.debug.ui.commands.Inspect"
"Navigate","Quick Outline","Ctrl+O","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.quick_outline"
"Navigate","Quick Outline","Ctrl+O","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.show.outline"
"Run/Debug","New Rendering","Ctrl+N","In Memory View","org.eclipse.debug.ui.commands.newRendering"
"Text Editing","Select Line Start","Shift+Home","Embedded Xtext Editor context","org.eclipse.ui.edit.text.select.lineStart"
"Text Editing","Line End","End","Embedded Xtext Editor context","org.eclipse.ui.edit.text.goto.lineEnd"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.open.call.hierarchy"
"Window","Previous Editor","Ctrl+Shift+F6","In Windows","org.eclipse.ui.window.previousEditor"
"Modeler Keys","Move Element in Output Pane (Down)","Ctrl+]","SAP HANA Modeler Editor","com.sap.ndb.studio.bi.uibindings.command.move"
"Project","Build All","Ctrl+B","In Windows","org.eclipse.ui.project.buildAll"
"Search","Show Occurrences in File Quick Menu","Ctrl+Shift+U","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.search.occurrences.in.file.quickMenu"
"Source","Toggle Comment","Ctrl+Shift+C","Editing JavaScript Source","org.eclipse.wst.jsdt.ui.edit.text.java.toggle.comment"
"Modeler Keys","Paste Element in Output pane","Ctrl+V","Output Pane","com.sap.ndb.studio.bi.uibindings.command.pasteElement"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows","org.eclipse.jdt.ui.edit.text.java.open.call.hierarchy"
"Text Editing","Toggle Overwrite","Insert","Embedded Xtext Editor context","org.eclipse.ui.edit.text.toggleOverwrite"
"Modeler Keys","Validate","Ctrl+Shift+V","Navigator","com.sap.ndb.studio.navigator.actions.validate"
"SAP HANA Development","Check","Ctrl+F2","SAP HANA Development Context","com.sap.ndb.studio.dwb.team.ui.commands.check"
"Navigate","Expand All","Ctrl+Shift+Numpad_Multiply","In Windows","org.eclipse.ui.navigate.expandAll"
"Navigate","Open Type Hierarchy","F4","JavaScript View","org.eclipse.wst.jsdt.ui.edit.text.java.open.type.hierarchy"
"Editing","Select Previous Element","Alt+Shift+Left","Editing Xtext Source","org.eclipse.xtext.ui.editor.select.previous"
"Source","Add Javadoc Comment","Alt+Shift+J","In Windows","org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment"
"Text Editing","Line Start","Home","Editing Text","org.eclipse.ui.edit.text.goto.lineStart"
"Navigate","Collapse All","Ctrl+Shift+Numpad_Divide","In Windows","org.eclipse.ui.navigate.collapseAll"
"Run/Debug","Debug Java Applet","Alt+Shift+D, A","In Windows","org.eclipse.jdt.debug.ui.javaAppletShortcut.debug"
"JET Refactor Actions","Show Refactor Quick Menu","Alt+Shift+T","Editing JET Source","org.eclipse.codegen.ui.jet.refactor.quickmenu"
"Text Editing","Insert Line Below Current Line","Shift+Enter","Embedded Xtext Editor context","org.eclipse.ui.edit.text.smartEnter"
"Source","Toggle Comment","Ctrl+/","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Editing","Select Enclosing Element","Alt+Shift+Up","Editing Xtext Source","org.eclipse.xtext.ui.editor.select.enclosing"
"Text Editing","Text Start","Ctrl+Home","Editing Text","org.eclipse.ui.edit.text.goto.textStart"
"Edit","Restore Last Selection","Alt+Shift+Down","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.last"
"Text Editing","Line End","End","Editing Text","org.eclipse.ui.edit.text.goto.lineEnd"
"Text Editing","Delete Line","Ctrl+D","Editing Text","org.eclipse.ui.edit.text.delete.line"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows","org.eclipse.ui.navigate.previousSubTab"
"SAP HANA Studio SQL Administration Console","Execute","F8","SAP HANA Catalog Editor","com.sap.ndb.studio.sql.action.ExecuteSQL"
"Edit","Copy","Ctrl+C","Auditing Tab","org.eclipse.ui.edit.copy"
"Window","Switch to Editor","Ctrl+Shift+E","In Windows","org.eclipse.ui.window.switchToEditor"
"Source","Annotate Class File","Ctrl+1","Browsing attached Java Source","org.eclipse.jdt.ui.edit.text.java.annotate.classFile"
